,DICE_min,h,w,IOU_min,Tissue_name
27,0.8476385484258592,3,6,0.7355665596657835,GCA077ACB_TISSUE01
31,0.8409081520526781,4,3,0.7254887984432581,GCA077ACB_TISSUE01
14,0.8243301924239881,2,0,0.7011579162040289,GCA077ACB_TISSUE01
22,0.8026077933868889,3,1,0.6702964901175602,GCA077ACB_TISSUE01
30,0.7898290807053715,4,2,0.6526591146031988,GCA077ACB_TISSUE01
33,0.9589344962745254,5,3,0.9211087033841371,GCA077ACB_TISSUE02
32,0.9480404682741367,5,2,0.9012138201920797,GCA077ACB_TISSUE02
34,0.9403666761477311,5,4,0.8874453596165255,GCA077ACB_TISSUE02
16,0.9375000925036521,2,4,0.8823531050583875,GCA077ACB_TISSUE02
25,0.9369171015585861,4,1,0.8813208291961054,GCA077ACB_TISSUE02
11,0.9309351963882861,1,5,0.8707939810975232,GCA077ACB_TISSUE02
19,0.9292780389489632,3,1,0.8678985514005615,GCA077ACB_TISSUE02
26,0.9267750837115757,4,2,0.8635422730555662,GCA077ACB_TISSUE02
17,0.9226684660134691,2,5,0.856438744161929,GCA077ACB_TISSUE02
27,0.9202353351729124,4,3,0.8522554637591128,GCA077ACB_TISSUE02
29,0.9171263657856062,4,5,0.8469375712993195,GCA077ACB_TISSUE02
31,0.9165265885237456,5,1,0.8459151639678537,GCA077ACB_TISSUE02
10,0.913398924438056,1,4,0.8406018961150806,GCA077ACB_TISSUE02
38,0.9093624944419743,6,2,0.8337898612579786,GCA077ACB_TISSUE02
14,0.9088943727326415,2,2,0.8330031025584025,GCA077ACB_TISSUE02
39,0.9083444039007071,6,3,0.832079647781229,GCA077ACB_TISSUE02
21,0.907965530366677,3,3,0.8314440208755943,GCA077ACB_TISSUE02
23,0.8934910889908804,3,5,0.807486573403218,GCA077ACB_TISSUE02
35,0.8907165403715851,5,5,0.8029656735979416,GCA077ACB_TISSUE02
20,0.8894272777821908,3,2,0.8008726128317002,GCA077ACB_TISSUE02
15,0.8881495054460951,2,3,0.7988029953635423,GCA077ACB_TISSUE02
28,0.885626394777609,4,4,0.794730232865546,GCA077ACB_TISSUE02
5,0.8836131914815697,0,5,0.7914937589187593,GCA077ACB_TISSUE02
22,0.8765468228015784,3,4,0.7802255052475272,GCA077ACB_TISSUE02
9,0.8756005680950618,1,3,0.7787273305640455,GCA077ACB_TISSUE02
13,0.8754017909131101,2,1,0.7784129334723793,GCA077ACB_TISSUE02
40,0.8739871609792057,6,4,0.7761786817095658,GCA077ACB_TISSUE02
4,0.8690671768284154,0,4,0.7684516348117001,GCA077ACB_TISSUE02
8,0.8582778275284064,1,2,0.7517396510487412,GCA077ACB_TISSUE02
18,0.8467848086564332,3,0,0.7342816978242168,GCA077ACB_TISSUE02
24,0.840092926609474,4,0,0.7242760613173926,GCA077ACB_TISSUE02
34,0.8285783657886139,5,4,0.7073271839873624,GCA077TIA
17,0.8089384464559359,2,5,0.6791743416189521,GCA077TIA
33,0.8062045912540139,5,3,0.6753289427548442,GCA077TIA
10,0.8051635936351708,1,4,0.6738693174614596,GCA077TIA
16,0.8004340729785195,2,4,0.6672697639603649,GCA077TIA
23,0.7920333631877613,3,5,0.6556748663836414,GCA077TIA
9,0.7918809066879097,1,3,0.6554659313569386,GCA077TIA
29,0.786187935964792,4,5,0.6477015340836055,GCA077TIA
14,0.7854599849069467,2,2,0.6467139617847567,GCA077TIA
7,0.7793398836664298,1,1,0.6384577272888133,GCA077TIA
2,0.7778026252481923,0,2,0.6363969039011732,GCA077TIA
15,0.7650933418804936,2,3,0.6195556051544526,GCA077TIA
32,0.7641797433391752,5,2,0.6183583245382155,GCA077TIA
13,0.7624577826081875,2,1,0.6161064825853851,GCA077TIA
31,0.7609743851815989,5,1,0.6141716329998003,GCA077TIA
8,0.760418883654726,1,2,0.6134482637947175,GCA077TIA
37,0.7541847683852395,6,1,0.6053744963510397,GCA077TIA
28,0.7502949507690467,4,4,0.6003776260892641,GCA077TIA
40,0.7294691288246261,6,4,0.5741451430847885,GCA077TIA
25,0.7266195055250736,4,1,0.5706224562711654,GCA077TIA
18,0.7262029449818249,3,0,0.5701088270858525,GCA077TIA
12,0.7130483642853266,2,0,0.5540599541562062,GCA077TIA
22,0.6738723116796077,3,4,0.5081503972917577,GCA077TIA
21,0.6497782514946584,3,3,0.48123817603585867,GCA077TIA
27,0.6265211215923756,4,3,0.45615635700109775,GCA077TIA
1,0.8026077678731548,0,1,0.6702964545273006,GCA081ACB_TISSUE01
23,0.7790523583562173,4,3,0.6380718810409969,GCA081ACB_TISSUE01
28,0.7421096440793536,5,3,0.589963696427425,GCA081ACB_TISSUE01
6,0.7285735888376365,1,1,0.5730363805889165,GCA081ACB_TISSUE01
11,0.72798819723152,2,1,0.5723124546856282,GCA081ACB_TISSUE01
26,0.7267265042344778,5,1,0.5707544425069122,GCA081ACB_TISSUE01
32,0.7172920865266557,6,2,0.55920141989641,GCA081ACB_TISSUE01
33,0.7162204229227263,6,3,0.557899841772927,GCA081ACB_TISSUE01
16,0.7081277416217189,3,1,0.5481406826636629,GCA081ACB_TISSUE01
12,0.6855158752339197,2,2,0.5215094365296431,GCA081ACB_TISSUE01
31,0.667384082407973,6,1,0.5008075272085178,GCA081ACB_TISSUE01
29,0.6587427667546848,5,4,0.4911382771526877,GCA081ACB_TISSUE01
27,0.5729564973398842,5,2,0.4014989706143158,GCA081ACB_TISSUE01
22,0.5711482914600251,4,2,0.3997253795102601,GCA081ACB_TISSUE01
17,0.5596321178016311,3,2,0.38853415486291587,GCA081ACB_TISSUE01
21,0.5246860532808472,4,1,0.3556436610984799,GCA081ACB_TISSUE01
24,0.4711073896183273,4,4,0.30813635072820456,GCA081ACB_TISSUE01
20,0.4005996412860164,4,0,0.25046864539165364,GCA081ACB_TISSUE01
85,0.915653297245175,10,5,0.8444285346364978,GCA081ACB_TISSUE02
91,0.8982668820724352,11,3,0.8153216667954364,GCA081ACB_TISSUE02
93,0.8946715598600299,11,5,0.809416936514124,GCA081ACB_TISSUE02
77,0.8934765657118745,9,5,0.8074628498823314,GCA081ACB_TISSUE02
76,0.8841831991231536,9,4,0.7924089316708017,GCA081ACB_TISSUE02
99,0.8802586801848082,12,3,0.7861268175136119,GCA081ACB_TISSUE02
84,0.879532715400021,10,4,0.7849695635817027,GCA081ACB_TISSUE02
92,0.8786104879763273,11,4,0.7835016098828823,GCA081ACB_TISSUE02
108,0.8773592392366817,13,4,0.7815137931034483,GCA081ACB_TISSUE02
102,0.876147185147752,12,6,0.7795924640389307,GCA081ACB_TISSUE02
69,0.8726370261800819,8,5,0.7740515223976786,GCA081ACB_TISSUE02
11,0.8688935096473999,1,3,0.7681801112966291,GCA081ACB_TISSUE02
107,0.8635981333767432,13,3,0.7599407909658473,GCA081ACB_TISSUE02
60,0.8546836188191963,7,4,0.7462423770958645,GCA081ACB_TISSUE02
44,0.8538151587640869,5,4,0.7449192556441694,GCA081ACB_TISSUE02
19,0.8484279784162372,2,3,0.7367563317919013,GCA081ACB_TISSUE02
94,0.846498712487772,11,6,0.733851554091827,GCA081ACB_TISSUE02
83,0.8447455696910434,10,3,0.731220368023283,GCA081ACB_TISSUE02
86,0.8426234401538354,10,6,0.7280460563896634,GCA081ACB_TISSUE02
36,0.8367940109152213,4,4,0.7193859202647491,GCA081ACB_TISSUE02
66,0.8360368819364895,8,2,0.7182675026055868,GCA081ACB_TISSUE02
33,0.8355757908012125,4,1,0.7175870994438979,GCA081ACB_TISSUE02
100,0.8316913893055264,12,4,0.7118764525848587,GCA081ACB_TISSUE02
32,0.8283589028358903,4,0,0.7070073803666376,GCA081ACB_TISSUE02
110,0.8278621093794021,13,6,0.7062838903203477,GCA081ACB_TISSUE02
111,0.827083329200826,13,7,0.705150970901699,GCA081ACB_TISSUE02
24,0.8250973084525561,3,0,0.7022686341503184,GCA081ACB_TISSUE02
61,0.8178363899825822,7,5,0.6918132000108956,GCA081ACB_TISSUE02
27,0.8130929574373723,3,3,0.6850519276402971,GCA081ACB_TISSUE02
90,0.8065795720827654,11,2,0.6758553425220092,GCA081ACB_TISSUE02
101,0.8057709428961862,12,5,0.674720597445772,GCA081ACB_TISSUE02
116,0.8046210047119987,14,4,0.673109539220356,GCA081ACB_TISSUE02
82,0.800135321061959,10,2,0.6668546337826455,GCA081ACB_TISSUE02
118,0.7945271109675047,14,6,0.6590999417707245,GCA081ACB_TISSUE02
117,0.7925100969793707,14,5,0.6563285498262516,GCA081ACB_TISSUE02
74,0.7858406925350234,9,2,0.6472302997666487,GCA081ACB_TISSUE02
119,0.7854360133565377,14,7,0.6466814609966728,GCA081ACB_TISSUE02
109,0.7786205419457759,13,5,0.6374927438080495,GCA081ACB_TISSUE02
28,0.7719406283429987,3,4,0.628585755834778,GCA081ACB_TISSUE02
124,0.7684050805350556,15,4,0.6239105637662767,GCA081ACB_TISSUE02
52,0.7483759514854871,6,4,0.597923915231331,GCA081ACB_TISSUE02
125,0.7314526364370602,15,5,0.5766064850607122,GCA081ACB_TISSUE02
127,0.6465568744152492,15,7,0.47771262950994436,GCA081ACB_TISSUE02
17,0.7999024238795378,3,2,0.6665311552960308,GCA081TIB_TISSUE01
22,0.7851573708583152,4,2,0.646303769742627,GCA081TIB_TISSUE01
28,0.7516398206066908,5,3,0.6021017275414698,GCA081TIB_TISSUE01
11,0.7217395162095316,2,1,0.5646263225389972,GCA081TIB_TISSUE01
23,0.6720044968078414,4,3,0.5060291960270316,GCA081TIB_TISSUE01
18,0.5750081309991318,3,3,0.4035167803464719,GCA081TIB_TISSUE01
16,0.5742698659870245,3,1,0.40279001775086143,GCA081TIB_TISSUE01
5,0.4379204570886926,1,0,0.2803445311578202,GCA081TIB_TISSUE01
6,0.4187121324249094,1,1,0.26479184531214145,GCA081TIB_TISSUE01
100,0.9063538163311436,6,10,0.8287450090033665,GCA081TIB_TISSUE02
56,0.9059757850548161,3,11,0.8281131008605784,GCA081TIB_TISSUE02
85,0.8985773845778399,5,10,0.8158334248779043,GCA081TIB_TISSUE02
102,0.8958409511867895,6,12,0.8113332514456784,GCA081TIB_TISSUE02
117,0.8955299505358273,7,12,0.8108232097106558,GCA081TIB_TISSUE02
115,0.8941691580816787,7,10,0.8085948810493782,GCA081TIB_TISSUE02
116,0.8933994770834416,7,11,0.8073369373880253,GCA081TIB_TISSUE02
86,0.8927171746446717,5,11,0.8062232649171613,GCA081TIB_TISSUE02
101,0.8844600969229597,6,11,0.7928538409816775,GCA081TIB_TISSUE02
131,0.8820641509158685,8,11,0.7890114192495922,GCA081TIB_TISSUE02
160,0.878836171512866,10,10,0.7838606180318375,GCA081TIB_TISSUE02
145,0.8733105593690117,9,10,0.775112047628604,GCA081TIB_TISSUE02
159,0.870673171832257,10,9,0.7709665175003996,GCA081TIB_TISSUE02
88,0.8702876638315672,5,13,0.7703621851056895,GCA081TIB_TISSUE02
144,0.8699431793355915,9,9,0.7698225110699433,GCA081TIB_TISSUE02
132,0.8691278831524784,8,12,0.7685465670294398,GCA081TIB_TISSUE02
87,0.8663226405795952,5,12,0.7641703641523764,GCA081TIB_TISSUE02
71,0.8630731243339232,4,11,0.7591280871325042,GCA081TIB_TISSUE02
57,0.8619550867632803,3,12,0.7573998853101405,GCA081TIB_TISSUE02
73,0.8603256107499341,4,13,0.7548872018753091,GCA081TIB_TISSUE02
58,0.8596780872380358,3,13,0.7538907019297881,GCA081TIB_TISSUE02
130,0.858972439286884,8,10,0.752806039803321,GCA081TIB_TISSUE02
103,0.857679738853401,6,13,0.7508224864999844,GCA081TIB_TISSUE02
70,0.857585874209406,4,10,0.7506786329483837,GCA081TIB_TISSUE02
147,0.8547283385471011,9,12,0.7463105630875273,GCA081TIB_TISSUE02
161,0.8529295041670124,10,11,0.7435720012549238,GCA081TIB_TISSUE02
146,0.8489613072555329,9,11,0.737561050385996,GCA081TIB_TISSUE02
133,0.8380792426902817,8,13,0.7212877792378449,GCA081TIB_TISSUE02
114,0.8362182260184223,7,9,0.7185352483717959,GCA081TIB_TISSUE02
175,0.8319476926180142,11,10,0.712252086109654,GCA081TIB_TISSUE02
72,0.8297569733397016,4,12,0.7090467146022702,GCA081TIB_TISSUE02
174,0.8249822180357177,11,9,0.7021019006679128,GCA081TIB_TISSUE02
162,0.8243246965748632,10,12,0.7011499639171876,GCA081TIB_TISSUE02
129,0.8213055618303295,8,9,0.6967925997052211,GCA081TIB_TISSUE02
158,0.8170262810254648,10,8,0.6906546340976254,GCA081TIB_TISSUE02
99,0.8163822625636917,6,9,0.6897347316980555,GCA081TIB_TISSUE02
143,0.8079767090890838,9,8,0.6778195654815159,GCA081TIB_TISSUE02
43,0.806026932289207,2,13,0.6750796597402352,GCA081TIB_TISSUE02
148,0.8019808687993621,9,13,0.6694224223244484,GCA081TIB_TISSUE02
173,0.7945974140699122,11,8,0.6591967060173523,GCA081TIB_TISSUE02
84,0.7903458288181668,5,9,0.6533651085136162,GCA081TIB_TISSUE02
157,0.7821296619031022,10,7,0.6422109459741792,GCA081TIB_TISSUE02
113,0.7778856118774012,7,8,0.6365080220292489,GCA081TIB_TISSUE02
118,0.7730295562304643,7,13,0.6300311145682853,GCA081TIB_TISSUE02
176,0.7664026623861518,11,11,0.6212745755990421,GCA081TIB_TISSUE02
89,0.763014550379002,5,14,0.616833892923141,GCA081TIB_TISSUE02
36,0.7582386650308833,2,6,0.610615456994996,GCA081TIB_TISSUE02
188,0.7511648499427045,12,8,0.6014923986630595,GCA081TIB_TISSUE02
142,0.7491127103808881,9,7,0.5988650748933493,GCA081TIB_TISSUE02
119,0.7464624215725537,7,14,0.5954846782567025,GCA081TIB_TISSUE02
163,0.735050026065406,10,13,0.5810901942462215,GCA081TIB_TISSUE02
189,0.7340074977420167,12,9,0.5797881870807802,GCA081TIB_TISSUE02
172,0.7317293681198656,11,7,0.576950494418625,GCA081TIB_TISSUE02
156,0.7275181883456456,10,6,0.5717316991743865,GCA081TIB_TISSUE02
177,0.7222989924467044,11,12,0.5653114368516108,GCA081TIB_TISSUE02
34,0.7215051861381362,2,4,0.564339548596786,GCA081TIB_TISSUE02
134,0.7210220171044524,8,14,0.5637485764001123,GCA081TIB_TISSUE02
33,0.7090814168532267,2,3,0.5492843825400308,GCA081TIB_TISSUE02
48,0.7078271516235695,3,3,0.5477805484869375,GCA081TIB_TISSUE02
98,0.6956689399078801,6,8,0.533353042945054,GCA081TIB_TISSUE02
17,0.6705199774195572,1,2,0.5043475389108271,GCA081TIB_TISSUE02
52,0.6662069957612721,3,7,0.4994830484521206,GCA081TIB_TISSUE02
171,0.6557306608725793,11,6,0.48779708186918913,GCA081TIB_TISSUE02
53,0.6478401108204749,3,8,0.4791150188707171,GCA081TIB_TISSUE02
104,0.6200804037293645,6,14,0.44935980719832586,GCA081TIB_TISSUE02
31,0.5371106529549018,2,1,0.3671574026017866,GCA081TIB_TISSUE02
63,0.5220324409248212,4,3,0.35320967481280635,GCA081TIB_TISSUE02
